Time,Time Code,Country Name,Country Code,VAR1,VAR2,VAR3
2012,YR2012,Andorra,AND,3188808943,NA,NA
2012,YR2012,Antigua and Barbuda,ATG,1199948148,948148148.1,211000000
2012,YR2012,Aruba,ABW,2615083799,1911731844,684357541.9
2012,YR2012,Australia,AUS,1.55E+12,3.33E+11,2.91E+11
2012,YR2012,Austria,AUT,4.09E+11,2.21E+11,81310035240
2012,YR2012,"Bahamas, The",BHS,10720500000,4087400000,1403100000
2012,YR2012,Bahrain,BHR,30749308511,31409042553,4748404255
2012,YR2012,Barbados,BRB,4610096000,1811200000,701413800
2012,YR2012,Belgium,BEL,4.96E+11,3.99E+11,1.21E+11
2012,YR2012,Bermuda,BMU,6378188000,3221785000,899708000
2012,YR2012,British Virgin Islands,VGB,NA,NA,NA
2012,YR2012,Brunei Darussalam,BRN,19047940301,13364276569,3512323944
2012,YR2012,Canada,CAN,1.83E+12,5.55E+11,3.85E+11
2012,YR2012,Cayman Islands,CYM,4291159006,NA,NA
2012,YR2012,Channel Islands,CHI,NA,NA,NA
2012,YR2012,Chile,CHL,2.67E+11,90427251746,32931915063
2012,YR2012,Croatia,HRV,57369359295,22335640413,12527381509
2012,YR2012,Curacao,CUW,NA,2415921788,464469273.7
2012,YR2012,Cyprus,CYP,25048659900,13846493640,4699473211
2012,YR2012,Czechia,CZE,2.09E+11,1.58E+11,40628170093
2012,YR2012,Denmark,DNK,3.27E+11,1.79E+11,86601087185
2012,YR2012,Estonia,EST,23019150071,19844301075,4188369957
2012,YR2012,Faroe Islands,FRO,2427190332,1275718602,770668968.5
2012,YR2012,Finland,FIN,2.58E+11,1.00E+11,62240302420
2012,YR2012,France,FRA,2.68E+12,7.84E+11,6.43E+11
2012,YR2012,French Polynesia,PYF,5692858773,NA,NA
2012,YR2012,Germany,DEU,3.53E+12,1.63E+12,6.80E+11
2012,YR2012,Gibraltar,GIB,NA,NA,NA
2012,YR2012,Greece,GRC,2.42E+11,69565465933,53877400965
2012,YR2012,Greenland,GRL,2609667674,978938282.3,1194630988
2012,YR2012,Guam,GUM,5265000000,1004000000,NA
2012,YR2012,"Hong Kong SAR, China",HKG,2.63E+11,5.67E+11,23891238203
2012,YR2012,Hungary,HUN,1.29E+11,1.11E+11,25706156779
2012,YR2012,Iceland,ISL,14751508134,8102421430,3651907860
2012,YR2012,Ireland,IRL,2.26E+11,2.36E+11,41015941739
2012,YR2012,Isle of Man,IMN,6690725118,NA,NA
2012,YR2012,Israel,ISR,2.62E+11,92621172361,58008075404
2012,YR2012,Italy,ITA,2.09E+12,5.92E+11,4.13E+11
2012,YR2012,Japan,JPN,6.27E+12,9.04E+11,1.25E+12
2012,YR2012,"Korea, Rep.",KOR,1.28E+12,6.92E+11,1.88E+11
2012,YR2012,Kuwait,KWT,1.74E+11,1.30E+11,26214362272
2012,YR2012,Latvia,LVA,28169902669,17308645446,4930392583
2012,YR2012,Liechtenstein,LIE,5456009385,NA,NA
2012,YR2012,Lithuania,LTU,42927454291,33580700076,7492880565
2012,YR2012,Luxembourg,LUX,59776383527,1.02E+11,9745995732
2012,YR2012,"Macao SAR, China",MAC,43189526778,39204245360,2965118462
2012,YR2012,Malta,MLT,9462289606,15434793781,1876654246
2012,YR2012,Monaco,MCO,5743029680,NA,NA
2012,YR2012,Nauru,NRU,96927201.48,69086409.57,NA
2012,YR2012,Netherlands,NLD,8.39E+11,6.67E+11,2.18E+11
2012,YR2012,New Caledonia,NCL,9659153061,1715324223,2279609046
2012,YR2012,New Zealand,NZL,1.76E+11,50852168175,34151793090
2012,YR2012,Northern Mariana Islands,MNP,746000000,379000000,NA
2012,YR2012,Norway,NOR,5.10E+11,2.07E+11,1.06E+11
2012,YR2012,Oman,OMN,87408842653,54825227568,14985955787
2012,YR2012,Panama,PAN,40429700000,30399600000,4388900000
2012,YR2012,Poland,POL,4.95E+11,2.19E+11,89755872870
2012,YR2012,Portugal,PRT,2.16E+11,81685225652,39645780144
2012,YR2012,Puerto Rico,PRI,1.02E+11,58351600000,10794600000
2012,YR2012,Qatar,QAT,1.87E+11,1.43E+11,22884065934
2012,YR2012,Romania,ROU,1.79E+11,64042731100,24678622917
2012,YR2012,San Marino,SMR,1604779648,NA,NA
2012,YR2012,Saudi Arabia,SAU,7.36E+11,3.99E+11,1.47E+11
2012,YR2012,Seychelles,SYC,1059498884,1052393462,291155866.9
2012,YR2012,Singapore,SGP,2.95E+11,5.80E+11,26138433224
2012,YR2012,Sint Maarten (Dutch part),SXM,985865921.8,1116927374,NA
2012,YR2012,Slovak Republic,SVK,94623731086,85948067100,16864048741
2012,YR2012,Slovenia,SVN,46577793184,33951293540,9481095435
2012,YR2012,Spain,ESP,1.32E+12,4.17E+11,2.65E+11
2012,YR2012,St. Kitts and Nevis,KNA,826231629.6,NA,NA
2012,YR2012,St. Martin (French part),MAF,NA,NA,NA
2012,YR2012,Sweden,SWE,5.52E+11,2.49E+11,1.42E+11
2012,YR2012,Switzerland,CHE,6.86E+11,4.65E+11,77667949612
2012,YR2012,Trinidad and Tobago,TTO,27121712423,NA,NA
2012,YR2012,Turks and Caicos Islands,TCA,727161000,NA,NA
2012,YR2012,United Arab Emirates,ARE,3.85E+11,3.76E+11,36449312457
2012,YR2012,United Kingdom,GBR,2.71E+12,8.22E+11,5.63E+11
2012,YR2012,United States,USA,1.63E+13,2.22E+12,2.52E+12
2012,YR2012,Uruguay,URY,51264390116,13287539945,6804750298
2012,YR2012,Virgin Islands (U.S.),VIR,4089000000,3278000000,1026000000
2013,YR2013,Andorra,AND,3193704343,NA,NA
2013,YR2013,Antigua and Barbuda,ATG,1181448148,952148148.1,202888888.9
2013,YR2013,Aruba,ABW,2727932961,2088268156,714525139.7
2013,YR2013,Australia,AUS,1.58E+12,3.15E+11,2.96E+11
2013,YR2013,Austria,AUT,4.30E+11,2.30E+11,85676589243
2013,YR2013,"Bahamas, The",BHS,10562800000,4202800000,1344200000
2013,YR2013,Bahrain,BHR,32539468085,34102925532,5060611702
2013,YR2013,Barbados,BRB,4677248300,1914200000,691770900
2013,YR2013,Belgium,BEL,5.22E+11,4.14E+11,1.27E+11
2013,YR2013,Bermuda,BMU,6465756000,3337183000,882953000
2013,YR2013,British Virgin Islands,VGB,NA,NA,NA
2013,YR2013,Brunei Darussalam,BRN,18093829923,12311381074,3648497442
2013,YR2013,Canada,CAN,1.85E+12,5.60E+11,3.82E+11
2013,YR2013,Cayman Islands,CYM,4405954638,NA,NA
2013,YR2013,Channel Islands,CHI,NA,NA,NA
2013,YR2013,Chile,CHL,2.77E+11,88959111212,35446684814
2013,YR2013,Croatia,HRV,59032066092,23470755730,12803812700
2013,YR2013,Curacao,CUW,3039944134,2226256983,425251396.6
2013,YR2013,Cyprus,CYP,23961144906,14687364856,4410280250
2013,YR2013,Czechia,CZE,2.12E+11,1.61E+11,41751029394
2013,YR2013,Denmark,DNK,3.44E+11,1.88E+11,89357668171
2013,YR2013,Estonia,EST,25115753366,21239933055,4682779520
2013,YR2013,Faroe Islands,FRO,2690116269,1491480156,817798194.5
2013,YR2013,Finland,FIN,2.71E+11,1.03E+11,66582541660
2013,YR2013,France,FRA,2.81E+12,8.26E+11,6.78E+11
2013,YR2013,French Polynesia,PYF,6031828532,NA,NA
2013,YR2013,Germany,DEU,3.73E+12,1.70E+12,7.33E+11
2013,YR2013,Gibraltar,GIB,NA,NA,NA
2013,YR2013,Greece,GRC,2.39E+11,72167340436,49510738400
2013,YR2013,Greenland,GRL,2684952727,1012250058,1284831651
2013,YR2013,Guam,GUM,5399000000,1053000000,NA
2013,YR2013,"Hong Kong SAR, China",HKG,2.76E+11,6.11E+11,25602372357
2013,YR2013,Hungary,HUN,1.36E+11,1.16E+11,26761027292
2013,YR2013,Iceland,ISL,16125060515,8586232154,3926469415
2013,YR2013,Ireland,IRL,2.38E+11,2.48E+11,40840697513
2013,YR2013,Isle of Man,IMN,7000748788,NA,NA
2013,YR2013,Israel,ISR,2.98E+11,98956775008,65822886236
2013,YR2013,Italy,ITA,2.14E+12,6.13E+11,4.24E+11
2013,YR2013,Japan,JPN,5.21E+12,8.23E+11,1.03E+12
2013,YR2013,"Korea, Rep.",KOR,1.37E+12,7.03E+11,2.05E+11
2013,YR2013,Kuwait,KWT,1.74E+11,1.23E+11,28539492243
2013,YR2013,Latvia,LVA,30204783462,18242231299,5394023067
2013,YR2013,Liechtenstein,LIE,6391735894,NA,NA
2013,YR2013,Lithuania,LTU,46523420074,36599310829,7749169287
2013,YR2013,Luxembourg,LUX,65203276467,1.15E+11,10660958891
2013,YR2013,"Macao SAR, China",MAC,51536304808,46720613821,3350230934
2013,YR2013,Malta,MLT,10551600478,16457696905,1979678576
2013,YR2013,Monaco,MCO,6555983530,NA,NA
2013,YR2013,Nauru,NRU,98491843.64,95413973.53,NA
2013,YR2013,Netherlands,NLD,8.77E+11,7.01E+11,2.26E+11
2013,YR2013,New Caledonia,NCL,10151385306,1596112196,2452470890
2013,YR2013,New Zealand,NZL,1.91E+11,55007020975,35779657778
2013,YR2013,Northern Mariana Islands,MNP,772000000,402000000,NA
2013,YR2013,Norway,NOR,5.23E+11,2.05E+11,1.10E+11
2013,YR2013,Oman,OMN,89936020806,59385175553,16995318596
2013,YR2013,Panama,PAN,45599900000,29713600000,4885000000
2013,YR2013,Poland,POL,5.16E+11,2.37E+11,95016136177
2013,YR2013,Portugal,PRT,2.26E+11,89682537232,42678471553
2013,YR2013,Puerto Rico,PRI,1.02E+11,62361300000,10589400000
2013,YR2013,Qatar,QAT,1.99E+11,1.45E+11,28926280495
2013,YR2013,Romania,ROU,1.90E+11,76385528411,27061930947
2013,YR2013,San Marino,SMR,1678841812,NA,NA
2013,YR2013,Saudi Arabia,SAU,7.47E+11,3.88E+11,1.68E+11
2013,YR2013,Seychelles,SYC,1328091522,1206057239,238526127.2
2013,YR2013,Singapore,SGP,3.08E+11,6.00E+11,29970910253
2013,YR2013,Sint Maarten (Dutch part),SXM,1022905028,1241284916,NA
2013,YR2013,Slovak Republic,SVK,98935222175,92447056102,17883425490
2013,YR2013,Slovenia,SVN,48415657265,35932394253,9509241489
2013,YR2013,Spain,ESP,1.36E+12,4.47E+11,2.70E+11
2013,YR2013,St. Kitts and Nevis,KNA,875376407.4,NA,NA
2013,YR2013,St. Martin (French part),MAF,NA,NA,NA
2013,YR2013,Sweden,SWE,5.87E+11,2.50E+11,1.54E+11
2013,YR2013,Switzerland,CHE,7.06E+11,5.09E+11,80599621375
2013,YR2013,Trinidad and Tobago,TTO,28557451143,NA,NA
2013,YR2013,Turks and Caicos Islands,TCA,754238000,NA,NA
2013,YR2013,United Arab Emirates,ARE,4.00E+11,3.92E+11,42851083186
2013,YR2013,United Kingdom,GBR,2.79E+12,8.37E+11,5.61E+11
2013,YR2013,United States,USA,1.68E+13,2.29E+12,2.53E+12
2013,YR2013,Uruguay,URY,57531233351,13435347409,7779620630
2013,YR2013,Virgin Islands (U.S.),VIR,3738000000,2525000000,1043000000
2014,YR2014,Andorra,AND,3271808157,NA,NA
2014,YR2014,Antigua and Barbuda,ATG,1249733333,1027296296,208918518.5
2014,YR2014,Aruba,ABW,2791061453,2184357542,692737430.2
2014,YR2014,Australia,AUS,1.47E+12,3.10E+11,2.74E+11
2014,YR2014,Austria,AUT,4.43E+11,2.36E+11,87644371858
2014,YR2014,"Bahamas, The",BHS,11176100000,4214500000,1339200000
2014,YR2014,Bahrain,BHR,33387712766,32069148936,5383856383
2014,YR2014,Barbados,BRB,4696344350,1879250000,673830500
2014,YR2014,Belgium,BEL,5.35E+11,4.27E+11,1.30E+11
2014,YR2014,Bermuda,BMU,6413988000,3281476000,823230000
2014,YR2014,British Virgin Islands,VGB,NA,NA,NA
2014,YR2014,Brunei Darussalam,BRN,17098342541,11657150750,3662194159
2014,YR2014,Canada,CAN,1.81E+12,5.73E+11,3.66E+11
2014,YR2014,Cayman Islands,CYM,4563017881,NA,NA
2014,YR2014,Channel Islands,CHI,NA,NA,NA
2014,YR2014,Chile,CHL,2.59E+11,85613841161,34309777622
2014,YR2014,Croatia,HRV,58423981441,24940444721,12855765080
2014,YR2014,Curacao,CUW,3048435754,2284301676,474860335.2
2014,YR2014,Cyprus,CYP,23226782251,15318458881,3887338913
2014,YR2014,Czechia,CZE,2.09E+11,1.72E+11,40473804649
2014,YR2014,Denmark,DNK,3.53E+11,1.93E+11,91021709587
2014,YR2014,Estonia,EST,26634083965,21804108132,4988802087
2014,YR2014,Faroe Islands,FRO,2913995546,1556489978,841051224.9
2014,YR2014,Finland,FIN,2.75E+11,1.00E+11,67361632269
2014,YR2014,France,FRA,2.86E+12,8.47E+11,6.89E+11
2014,YR2014,French Polynesia,PYF,6151998958,NA,NA
2014,YR2014,Germany,DEU,3.89E+12,1.77E+12,7.62E+11
2014,YR2014,Gibraltar,GIB,NA,NA,NA
2014,YR2014,Greece,GRC,2.35E+11,76489983017,48472814156
2014,YR2014,Greenland,GRL,2842048998,1093416481,1302806236
2014,YR2014,Guam,GUM,5610000000,1057000000,NA
2014,YR2014,"Hong Kong SAR, China",HKG,2.91E+11,6.21E+11,27626159064
2014,YR2014,Hungary,HUN,1.41E+11,1.23E+11,28198998287
2014,YR2014,Iceland,ISL,17867662178,9205258379,4310378031
2014,YR2014,Ireland,IRL,2.59E+11,2.85E+11,42496823064
2014,YR2014,Isle of Man,IMN,7708834951,NA,NA
2014,YR2014,Israel,ISR,3.14E+11,1.00E+11,69064786992
2014,YR2014,Italy,ITA,2.16E+12,6.29E+11,4.22E+11
2014,YR2014,Japan,JPN,4.90E+12,8.53E+11,9.76E+11
2014,YR2014,"Korea, Rep.",KOR,1.48E+12,7.10E+11,2.26E+11
2014,YR2014,Kuwait,KWT,1.63E+11,1.11E+11,28875966268
2014,YR2014,Latvia,LVA,31386896487,19194571239,5641618073
2014,YR2014,Liechtenstein,LIE,6657170923,NA,NA
2014,YR2014,Lithuania,LTU,48533659592,35075482148,8063268093
2014,YR2014,Luxembourg,LUX,68804811898,1.26E+11,11044172430
2014,YR2014,"Macao SAR, China",MAC,54903031138,47019694257,3897033967
2014,YR2014,Malta,MLT,11626278730,17417563438,2152251893
2014,YR2014,Monaco,MCO,7069616049,NA,NA
2014,YR2014,Nauru,NRU,104654365.2,98228219.96,NA
2014,YR2014,Netherlands,NLD,8.92E+11,7.19E+11,2.29E+11
2014,YR2014,New Caledonia,NCL,10635039739,1976647745,2491764478
2014,YR2014,New Zealand,NZL,2.01E+11,56333268811,37793048143
2014,YR2014,Northern Mariana Islands,MNP,832000000,437000000,NA
2014,YR2014,Norway,NOR,4.98E+11,1.94E+11,1.09E+11
2014,YR2014,Oman,OMN,92699089727,56953966190,20037451235
2014,YR2014,Panama,PAN,49921400000,27635200000,5012800000
2014,YR2014,Poland,POL,5.39E+11,2.51E+11,98903154224
2014,YR2014,Portugal,PRT,2.30E+11,92457300369,42298431399
2014,YR2014,Puerto Rico,PRI,1.02E+11,62309200000,11032600000
2014,YR2014,Qatar,QAT,2.06E+11,1.40E+11,31897074258
2014,YR2014,Romania,ROU,2.00E+11,82837632868,28808790159
2014,YR2014,San Marino,SMR,1673973695,NA,NA
2014,YR2014,Saudi Arabia,SAU,7.56E+11,3.55E+11,1.97E+11
2014,YR2014,Seychelles,SYC,1387581392,1373146623,303545932.4
2014,YR2014,Singapore,SGP,3.15E+11,6.04E+11,30323415674
2014,YR2014,Sint Maarten (Dutch part),SXM,1245251397,1251843575,NA
2014,YR2014,Slovak Republic,SVK,1.01E+11,92713540272,18621833295
2014,YR2014,Slovenia,SVN,49997186439,38073728494,9443473792
2014,YR2014,Spain,ESP,1.37E+12,4.59E+11,2.70E+11
2014,YR2014,St. Kitts and Nevis,KNA,953174074.1,NA,NA
2014,YR2014,St. Martin (French part),MAF,772950710.8,NA,NA
2014,YR2014,Sweden,SWE,5.82E+11,2.52E+11,1.52E+11
2014,YR2014,Switzerland,CHE,7.27E+11,4.75E+11,83418429992
2014,YR2014,Trinidad and Tobago,TTO,29489012807,NA,NA
2014,YR2014,Turks and Caicos Islands,TCA,841070000,NA,NA
2014,YR2014,United Arab Emirates,ARE,4.14E+11,4.01E+11,44070401007
2014,YR2014,United Kingdom,GBR,3.07E+12,8.70E+11,6.09E+11
2014,YR2014,United States,USA,1.76E+13,2.38E+12,2.57E+12
2014,YR2014,Uruguay,URY,57236013086,13474880883,7839269294
2014,YR2014,Virgin Islands (U.S.),VIR,3565000000,2794000000,1048000000
2015,YR2015,Andorra,AND,2789870188,NA,NA
2015,YR2015,Antigua and Barbuda,ATG,1336692593,1016370370,217358814.8
2015,YR2015,Aruba,ABW,2963128492,2158659218,688826815.6
2015,YR2015,Australia,AUS,1.35E+12,2.71E+11,2.58E+11
2015,YR2015,Austria,AUT,3.82E+11,2.03E+11,75483956483
2015,YR2015,"Bahamas, The",BHS,11861900000,4389400000,1454400000
2015,YR2015,Bahrain,BHR,31050638298,25805319149,5491382979
2015,YR2015,Barbados,BRB,4724691200,1892295050,642925350
2015,YR2015,Belgium,BEL,4.62E+11,3.60E+11,1.09E+11
2015,YR2015,Bermuda,BMU,6654541000,3325330000,832027000
2015,YR2015,British Virgin Islands,VGB,NA,NA,NA
2015,YR2015,Brunei Darussalam,BRN,12930394938,6751036439,3240573714
2015,YR2015,Canada,CAN,1.56E+12,4.96E+11,3.25E+11
2015,YR2015,Cayman Islands,CYM,4708336733,NA,NA
2015,YR2015,Channel Islands,CHI,NA,NA,NA
2015,YR2015,Chile,CHL,2.42E+11,70787389826,32960430113
2015,YR2015,Croatia,HRV,50242783066,22948569293,10692826205
2015,YR2015,Curacao,CUW,3042737430,2054301676,477262569.8
2015,YR2015,Cyprus,CYP,19909190059,13939877954,3244979474
2015,YR2015,Czechia,CZE,1.88E+11,1.51E+11,35566929214
2015,YR2015,Denmark,DNK,3.03E+11,1.68E+11,77088408030
2015,YR2015,Estonia,EST,22890762090,17725575722,4481298156
2015,YR2015,Faroe Islands,FRO,2573908649,1369743902,727329478.7
2015,YR2015,Finland,FIN,2.35E+11,83041492299,57189841947
2015,YR2015,France,FRA,2.44E+12,7.46E+11,5.81E+11
2015,YR2015,French Polynesia,PYF,5325848045,NA,NA
2015,YR2015,Germany,DEU,3.36E+12,1.58E+12,6.61E+11
2015,YR2015,Gibraltar,GIB,NA,NA,NA
2015,YR2015,Greece,GRC,1.96E+11,62867562248,40407720541
2015,YR2015,Greenland,GRL,2499115623,939163780.7,1104579438
2015,YR2015,Guam,GUM,5799000000,1048000000,NA
2015,YR2015,"Hong Kong SAR, China",HKG,3.09E+11,6.06E+11,29833458036
2015,YR2015,Hungary,HUN,1.25E+11,1.10E+11,24676695336
2015,YR2015,Iceland,ISL,17517210519,9047940783,4103819029
2015,YR2015,Ireland,IRL,2.92E+11,3.56E+11,36488638086
2015,YR2015,Isle of Man,IMN,7085288006,NA,NA
2015,YR2015,Israel,ISR,3.03E+11,94578019810,66459105613
2015,YR2015,Italy,ITA,1.84E+12,5.46E+11,3.51E+11
2015,YR2015,Japan,JPN,4.44E+12,7.75E+11,8.72E+11
2015,YR2015,"Korea, Rep.",KOR,1.47E+12,6.30E+11,2.21E+11
2015,YR2015,Kuwait,KWT,1.15E+11,61598537720,27715852443
2015,YR2015,Latvia,LVA,27263090547,16432932181,5007259413
2015,YR2015,Liechtenstein,LIE,6268391521,NA,NA
2015,YR2015,Lithuania,LTU,41435533340,28498382257,7132162997
2015,YR2015,Luxembourg,LUX,60071584216,1.15E+11,9592329200
2015,YR2015,"Macao SAR, China",MAC,45047964934,35365685661,4355666875
2015,YR2015,Malta,MLT,11091423499,17149339842,1895262399
2015,YR2015,Monaco,MCO,6261622101,NA,NA
2015,YR2015,Nauru,NRU,86529661.37,60737166.15,NA
2015,YR2015,Netherlands,NLD,7.66E+11,6.33E+11,1.91E+11
2015,YR2015,New Caledonia,NCL,8738205837,1578920943,2082690241
2015,YR2015,New Zealand,NZL,1.78E+11,49705887481,32935720637
2015,YR2015,Northern Mariana Islands,MNP,910000000,482000000,NA
2015,YR2015,Norway,NOR,3.86E+11,1.46E+11,89656505115
2015,YR2015,Oman,OMN,78710793238,39080884265,19392977893
2015,YR2015,Panama,PAN,54091800000,25793600000,5563600000
2015,YR2015,Poland,POL,4.77E+11,2.26E+11,85974532431
2015,YR2015,Portugal,PRT,1.99E+11,80984130312,35593202379
2015,YR2015,Puerto Rico,PRI,1.03E+11,69463100000,9100300000
2015,YR2015,Qatar,QAT,1.62E+11,92291208791,32715592830
2015,YR2015,Romania,ROU,1.78E+11,73553461318,24752852186
2015,YR2015,San Marino,SMR,1419394771,2476172232,283744614
2015,YR2015,Saudi Arabia,SAU,6.54E+11,2.18E+11,1.96E+11
2015,YR2015,Seychelles,SYC,1416001322,1290380730,319290365.7
2015,YR2015,Singapore,SGP,3.08E+11,5.49E+11,31388420134
2015,YR2015,Sint Maarten (Dutch part),SXM,1253072626,1220502793,NA
2015,YR2015,Slovak Republic,SVK,88900883131,81433630598,16490554733
2015,YR2015,Slovenia,SVN,43107506024,33256871128,8114187309
2015,YR2015,Spain,ESP,1.20E+12,4.02E+11,2.33E+11
2015,YR2015,St. Kitts and Nevis,KNA,957040740.7,NA,NA
2015,YR2015,St. Martin (French part),MAF,NA,NA,NA
2015,YR2015,Sweden,SWE,5.05E+11,2.21E+11,1.30E+11
2015,YR2015,Switzerland,CHE,6.94E+11,4.43E+11,80084350930
2015,YR2015,Trinidad and Tobago,TTO,26851970254,NA,NA
2015,YR2015,Turks and Caicos Islands,TCA,942070000,NA,NA
2015,YR2015,United Arab Emirates,ARE,3.70E+11,3.61E+11,44511095984
2015,YR2015,United Kingdom,GBR,2.93E+12,8.11E+11,5.72E+11
2015,YR2015,United States,USA,1.82E+13,2.27E+12,2.61E+12
2015,YR2015,Uruguay,URY,53274304222,11974918858,7370931508
2015,YR2015,Virgin Islands (U.S.),VIR,3663000000,1525000000,1035000000
2016,YR2016,Andorra,AND,2896679212,NA,NA
2016,YR2016,Antigua and Barbuda,ATG,1436585185,1043111111,226140111.1
2016,YR2016,Aruba,ABW,2983798883,2143016760,700558659.2
2016,YR2016,Australia,AUS,1.21E+12,2.33E+11,2.40E+11
2016,YR2016,Austria,AUT,3.96E+11,2.07E+11,77786398661
2016,YR2016,"Bahamas, The",BHS,11834600000,3936500000,1382400000
2016,YR2016,Bahrain,BHR,32234973404,23918617021,5515771277
2016,YR2016,Barbados,BRB,4832811750,1765692250,648578300
2016,YR2016,Belgium,BEL,4.76E+11,3.78E+11,1.11E+11
2016,YR2016,Bermuda,BMU,6899911000,3403730000,837000000
2016,YR2016,British Virgin Islands,VGB,NA,NA,NA
2016,YR2016,Brunei Darussalam,BRN,11400854268,5652190835,2989613842
2016,YR2016,Canada,CAN,1.53E+12,4.81E+11,3.22E+11
2016,YR2016,Cayman Islands,CYM,4909498980,NA,NA
2016,YR2016,Channel Islands,CHI,NA,NA,NA
2016,YR2016,Chile,CHL,2.49E+11,69612075674,35756086749
2016,YR2016,Croatia,HRV,52397494687,24555556090,10907504351
2016,YR2016,Curacao,CUW,3014748603,1868156425,483743016.8
2016,YR2016,Cyprus,CYP,21046951516,14834744299,3194722161
2016,YR2016,Czechia,CZE,1.96E+11,1.55E+11,37217475510
2016,YR2016,Denmark,DNK,3.13E+11,1.67E+11,77867254833
2016,YR2016,Estonia,EST,24072829277,18537893089,4748234686
2016,YR2016,Faroe Islands,FRO,2813286391,1534263262,778094686.3
2016,YR2016,Finland,FIN,2.41E+11,83813596801,56993334377
2016,YR2016,France,FRA,2.47E+12,7.48E+11,5.87E+11
2016,YR2016,French Polynesia,PYF,5497037293,NA,NA
2016,YR2016,Germany,DEU,3.47E+12,1.60E+12,6.91E+11
2016,YR2016,Gibraltar,GIB,NA,NA,NA
2016,YR2016,Greece,GRC,1.93E+11,60431141889,39812905203
2016,YR2016,Greenland,GRL,2707146783,1103569678,1146307768
2016,YR2016,Guam,GUM,5901000000,1119000000,NA
2016,YR2016,"Hong Kong SAR, China",HKG,3.21E+11,6.00E+11,31945815029
2016,YR2016,Hungary,HUN,1.29E+11,1.11E+11,25671943119
2016,YR2016,Iceland,ISL,20793168031,9873435455,4784455834
2016,YR2016,Ireland,IRL,2.99E+11,3.64E+11,38180914926
2016,YR2016,Isle of Man,IMN,6846691871,NA,NA
2016,YR2016,Israel,ISR,3.22E+11,96485761650,70637844762
2016,YR2016,Italy,ITA,1.88E+12,5.51E+11,3.57E+11
2016,YR2016,Japan,JPN,5.00E+12,8.03E+11,9.84E+11
2016,YR2016,"Korea, Rep.",KOR,1.50E+12,6.02E+11,2.29E+11
2016,YR2016,Kuwait,KWT,1.09E+11,52118503807,28127441245
2016,YR2016,Latvia,LVA,28083597512,16739813107,5093354901
2016,YR2016,Liechtenstein,LIE,6237264055,NA,NA
2016,YR2016,Lithuania,LTU,43047309306,29094549836,7317568230
2016,YR2016,Luxembourg,LUX,62216885436,1.19E+11,9752010132
2016,YR2016,"Macao SAR, China",MAC,45070605746,34542782454,4686870708
2016,YR2016,Malta,MLT,11668253265,18412663272,1847243746
2016,YR2016,Monaco,MCO,6472990923,NA,NA
2016,YR2016,Nauru,NRU,99723394.96,70607075.27,NA
2016,YR2016,Netherlands,NLD,7.84E+11,6.24E+11,1.94E+11
2016,YR2016,New Caledonia,NCL,8724570250,1680830894,2134522127
2016,YR2016,New Zealand,NZL,1.89E+11,50288021441,34267416161
2016,YR2016,Northern Mariana Islands,MNP,1230000000,882000000,NA
2016,YR2016,Norway,NOR,3.69E+11,1.31E+11,89841309524
2016,YR2016,Oman,OMN,75128738622,31042392718,19627308192
2016,YR2016,Panama,PAN,57907700000,24305600000,6353300000
2016,YR2016,Poland,POL,4.70E+11,2.36E+11,84373288019
2016,YR2016,Portugal,PRT,2.06E+11,83005656043,36305978233
2016,YR2016,Puerto Rico,PRI,1.04E+11,71740000000,8603700000
2016,YR2016,Qatar,QAT,1.52E+11,72397252747,29654129313
2016,YR2016,Romania,ROU,1.85E+11,78593220339,28218885495
2016,YR2016,San Marino,SMR,1468377272,2541293662,289220836.2
2016,YR2016,Saudi Arabia,SAU,6.45E+11,2.01E+11,1.67E+11
2016,YR2016,Seychelles,SYC,1490228319,1338731596,350789467.8
2016,YR2016,Singapore,SGP,3.19E+11,5.25E+11,32725588129
2016,YR2016,Sint Maarten (Dutch part),SXM,1263687151,1168882682,NA
2016,YR2016,Slovak Republic,SVK,89952699525,84075231062,16983295264
2016,YR2016,Slovenia,SVN,44766722791,34738156236,8521596556
2016,YR2016,Spain,ESP,1.23E+12,4.18E+11,2.36E+11
2016,YR2016,St. Kitts and Nevis,KNA,1008100000,NA,NA
2016,YR2016,St. Martin (French part),MAF,NA,NA,NA
2016,YR2016,Sweden,SWE,5.16E+11,2.20E+11,1.36E+11
2016,YR2016,Switzerland,CHE,6.88E+11,4.60E+11,79210899165
2016,YR2016,Trinidad and Tobago,TTO,23496215885,NA,NA
2016,YR2016,Turks and Caicos Islands,TCA,1032452000,NA,NA
2016,YR2016,United Arab Emirates,ARE,3.69E+11,3.61E+11,44725287978
2016,YR2016,United Kingdom,GBR,2.70E+12,7.73E+11,5.17E+11
2016,YR2016,United States,USA,1.87E+13,2.23E+12,2.66E+12
2016,YR2016,Uruguay,URY,57236652490,15427745685,NA
2016,YR2016,Virgin Islands (U.S.),VIR,3798000000,1786000000,1048000000
